"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Ho Yim","Ann Hui, Ho Yim","Hing-Dong Wong, Ho Yim","Kino International Corp.","Drama","Chinese","Apr 1, 1995, Original","1h 39m","Dolby","Flat (1.85:1)","Guan-jin (Tao Chung-Hua) walks into a police station to report a murder. His mother (Siqin Gaowa), he believes, poisoned his father (Ma Jingwu) 10 years ago. Given that he has no evidence, only hazy half-memories, the police are dismissive, but Guan-jin convinces a curious captain (Li Hu) to accompany him on a journey back to his home village in rural Northern China. The trip home, into the snowy wilderness, brings back painful memories for Guan-jin. Will he be able to uncover the truth?",80,NA,"The Day the Sun Turned Cold"
