"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Winner","Menahem Golan, Yoram Globus","Michael Edmonds","Cannon Group, Golan-Globus","R","Action, Crime, Drama","English","Jan 15, 2016","$15.9M","1h 30m","When architect-turned-vigilante Paul Kersey (Charles Bronson) returns to New York City, he discovers that one of his friends has been murdered by gang members. After the cops bring Paul in for questioning, he receives a tempting offer from the police chief (Ed Lauter) : Paul can have free rein to eliminate the gangsters, as long as the police get the credit. Paul agrees and goes to war against Manny Fraker (Gavan O'Herlihy) and his vicious gang of thugs.",16,53,"Death Wish 3"
