"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"John Boorman","Reuben Bercovitch","Eric Bercovici, Alexander Jacobs","G","Drama","English","May 25, 2004","1h 43m","During World War II, Japanese naval officer Captain Tsuruhiko Kuroda (Toshirô Mifune) is stranded on a remote island in the Pacific Ocean. He soon discovers a loudmouthed American pilot (Lee Marvin) who has crashed his plane. Unable to communicate verbally, the two enemies initially taunt each other and refuse to cooperate. But when they begin to face starvation, dehydration and exhaustion, they are forced to put aside their differences and rely on one another for survival.",67,83,"Hell in the Pacific"
