"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alan Parker","Robert F. Colesberry","Twentieth Century Fox","R","Drama","English","Jul 1, 2011","$850.6K","2h 14m","Surround","In this drama from director Alan Parker, on-the-lam Jack McGurn (Dennis Quaid) flees to Los Angeles and takes a job as a projectionist at a movie theater owned by a Japanese-American man (Sab Shimono). Jack falls for the owner's daughter, Lily (Tamlyn Tomita), but they are forced to elope to Seattle when her father forbids the relationship. The couple marry and have a daughter, but when World War II breaks out, Jack is powerless to stop his new family's forced internment.",64,73,"Come See the Paradise"
