"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Lowell Sherman","RKO Radio Pictures","RKO Radio Pictures Inc.","Drama","English","Aug 18, 1933, Original","Jan 1, 2009","1h 14m","In a provincial town, an actress harbors aspirations of greatness. Dying to be Broadway's next big thing, Eva Lovelace (Katharine Hepburn) finds her path to critical acclaim blocked by performers who've spent more time on the stage. But her career seems to be picking up steam when she catches the eye of theater mogul Joseph Sheridan (Douglas Fairbanks Jr.), and when another starlet's sudden absence threatens his production, Joseph looks to Eva to save his play.",64,45,"Morning Glory"
