"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Xavier Beauvois","Pascal Caucheteux","Xavier Beauvois, Guillaume Bréaud, Cédric Anger, Jean-Éric Troubat","Why Not Productions","Crime, Drama","French (France)","Feb 18, 2010","1h 54m","Dolby Digital","A French policewoman (Nathalie Baye) and a rookie (Jalil Lespert) investigate the murder of a homeless Polish man (Xavier Beauvois).",78,64,"The Young Lieutenant"
