"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Mark Jackson","Kristin Gore, Shona Tuckman, Catherine Keener, Matt Ratner","Mark Jackson, Kristin Gore","IFC Films","Drama","English","Jul 30, 2014, Limited","Apr 12, 2017","1h 30m","Lee, a war photographer, spends most of her adult life in war zones documenting the catastrophes of other people. After she is kidnapped and brutalized in Libya, she recovers in Italy by helping a young Libyan trying to reach France.",57,21,"War Story"
