"Director","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Alain Resnais, William Klein, Joris Ivens, Agnès Varda, Claude Lelouch, Jean-Luc Godard","Documentary","French (Canada)","Mar 10, 2016","1h 50m","Six revolutionary filmmakers from France's New Wave era come together in this documentary to demonstrate their collective contempt for the Vietnam War. The film, which includes segments directed by Jean-Luc Godard and Agnès Varda, combines war footage with popular culture snippets such as commercials, to prove a point. Interviews with politicians such as Ho Chi Minh are featured, as well as a dialogue between a Vietnamese woman and the widow of a protester.",64,91,"Far From Vietnam"
