"Director","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Merian C. Cooper, Ernest B. Schoedsack","Paramount Pictures","Paramount","Documentary","Mar 30, 1925, Limited","Mar 28, 2000","1h 10m","This moving documentary by Merian C. Cooper follows the journey of the Bakhtiari, an impoverished nomadic tribe in Iran, in their never-ending search for fresh grass for their herds. The tribe must traverse snow-capped mountain passes and hazardous terrain. All the while the question looms over them: Will they get their herds to the grazing fields before the animals die of starvation? This film is considered one of the earliest ethnographic documentaries.",100,91,"Grass: A Nation's Battle for Life"
