"Director","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"David Swift","Columbia Pictures Corporation","Comedy","English","Dec 18, 2015","2h 10m","Sam Bissell (Jack Lemmon) is an advertising executive who loves his wife, Min (Dorothy Provine), and his family as much as he loves peace and quiet. When Janet Lagerlof (Romy Schneider), an old acquaintance, inherits a sizable fortune, Bissell is talked into pretending to be her husband in order to fulfill a legal requirement. Things get even more complicated when Ms. Langerlof is introduced to Bissell's employer, Simon Nurdlinger (Edward G. Robinson), as Mrs. Bissell.",80,66,"Good Neighbor Sam"
