"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Stéphane LaFleur","Luc Déry","Stéphane LaFleur, Stéphane LaFleur","Drama","French (Canada)","Oct 20, 2016","1h 33m","Nicole enjoys a peaceful summer with her best friend Véronique until their plans take an unexpected turn. When Nicole's older brother shows up with his band to record an album, the bond between the two best friends is put to the test.",100,66,"You're Sleeping Nicole"
