"Director","Producer","Screenwriter","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Kyle Patrick Alvarez","Cookie Carosella, Kyle Patrick Alvarez","Kyle Patrick Alvarez","Drama","English","Mar 30, 2010","1h 40m","An aspiring writer (Brian Geraghty) becomes increasingly obsessed with a phone-sex lover whom he's never actually met in person.",88,70,"Easier With Practice"
