"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Alexander Mackendrick","Michael Balcon","William Rose","Continental Distributing Inc.","The Rank Organization [gb], Ealing Studios","Comedy","English (United Kingdom)","Feb 20, 1956, Original","Apr 22, 2011","$22.2K","1h 30m","Mrs. Wilberforce (Katie Johnson) likes to report suspicious behavior to the police. Unaware of her reputation, the dapper thief Professor Marcus (Alec Guinness) rents rooms in the elderly widow's home for himself and his band of cohorts. Posing as a string quintet, the thieves pull off a bank robbery, but slip up in front of the old woman as they try to escape. Agreed that they need to murder her, the bumbling crooks wind up double-crossing each other and slowly killing themselves off.",100,87,"The Ladykillers"
