"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"John Frankenheimer","Ely Landau","Thomas Quinn Curtiss, Eugene O'Neill","Cinévision Ltée, The American Film Theatre","PG","Drama","English","Oct 10, 1973, Original","Jan 22, 2002","3h 59m","Based on the play by Eugene O'Neill, this drama begins as the sad-sack patrons of a New York City bar await the arrival of salesman and drinking buddy Theodore Hickman (Lee Marvin). Known to the regulars of the watering hole as Hickey, he passionately encourages his fellow alcoholics to give up their pipe dreams and embrace their harsh realities. As Hickey makes his case for letting go of all delusions, to the resentment of his friends, secrets from his own past are revealed.",91,73,"The Iceman Cometh"
