"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Julien Temple","Nick O'Hagan","Frank Cottrell Boyce","PG-13","Drama","English","May 13, 2008","2h 4m","Surround","The friendly collaboration of poets Samuel Taylor Coleridge (Linus Roache) and William Wordsworth (John Hannah) ultimately turns to betrayal during the French Revolution.",58,75,"Pandaemonium"
