"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Michael Lembeck","Gary Barber, Roger Birnbaum, Jonathan Glickman","Universal Pictures","Spyglass Entertainment","PG-13","Comedy","English","Apr 13, 2004, Original","Nov 30, 2016","$8.1M","1h 38m","Surround, Dolby SRD, DTS, SDDS","Flat (1.37:1)","Best pals Connie (Nia Vardalos) and Carla (Toni Collette) have a song-and-dance act at a Chicago airport, but they go on the run after witnessing a murder. In Los Angeles, they glimpse the city's drag queen scene, and believing that stage success is just a wardrobe change away, they become female impersonators. They fall into a circle populated by Connie's beau, Jeff (David Duchovny), and bar owner Stanley (Ian Gomez). But the killers want to make sure the women never tell what they know.",44,70,"Connie and Carla"
