"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Nagisa Ôshima","Masayuki Nakajima, Takuji Yamaguchi","Masataka Hara, Nagisa Ôshima, Mamoru Sasaki, Takeshi Tamura","Grove Press","Art Theatre Guild, Sozosha","Drama","Japanese","Apr 9, 1970, Wide","1h 36m","Mono","Traveling from one Japanese urban center to the next, a family of grifters has developed a scheme to swindle gullible drivers out of their money. The father (Fumio Watanabe) convinces his young son (Tetsuo Abe) to run into the sides of cars on the street, tricking the drivers into thinking they've just hit a child. By threatening police involvement, the father gets his marks to pay him off, but the boy is increasingly resentful of his line of work.",100,89,"Boy"
