"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Darren Lemke","Paul Emami, Kevin Matossian","Darren Lemke","R (Language)","Mystery & Thriller","English","Oct 5, 2004, Original","Feb 21, 2006","1h 24m","Bank vice president Jeremy Stanton (Dean Cain) is lost in more ways than one: On his way to a rendezvous with his family in Nevada, he finds that the back roads do not match his maps. However, Jeremy has also lost direction from a moral standpoint, having just committed a robbery back in California during which he betrayed Archer (Danny Trejo), his ruthless partner. His only company for this long, dark road trip of the soul is Judy (Ashley Scott), an operator who gives him directions by phone.",80,72,"Lost"
