"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Michel Deville","Rosalinde Deville","Michel Deville, Rosalinde Deville","Les Films du Losange","Canal+","Drama","French (Canada)","Sep 5, 2002, Wide","Mar 29, 2005","$105.9K","1h 34m","After surviving the Holocaust, Albert (Simon Abkarian) and his wife, Lea (Zabou Breitman), must begin their lives anew. The Jewish couple reopens their modest tailoring business in the midst of the rapidly changing city of Paris, a broken but hopeful city suddenly free of hostile German forces. Albert and Lea share love, grief and a newfound prosperity as they struggle to rebuild their lives with their young children and a close-knit group of employees.",73,68,"Almost Peaceful"
