"Director","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Joseph L. Mankiewicz","Twentieth Century Fox","Comedy, Drama","English","Aug 29, 1951, Limited","Mar 1, 2013","1h 50m","The unorthodox methods of Midwestern physician and lecturer Noah Praetorious (Cary Grant) make him popular with students and patients but ruffle the pride of Professor Rodney Elwell (Hume Cronyn). When student Deborah Higgins (Jeanne Crain) faints in Noah's class and confides that she is pregnant and unmarried, Noah takes an interest in her. Eager to ruin Noah, Elwell uses the doctor's connection to Deborah and to a mysterious and shady friend to bring charges of unsuitability against him.",88,78,"People Will Talk"
