"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John G. Avildsen","Columbia Pictures Corporation","R","Comedy","English","Dec 18, 1981, Limited","Jan 1, 2014","1h 34m","Earl Keese (John Belushi) lives in an orderly house with his wife, Enid (Kathryn Walker), and daughter, Elaine (Lauren-Marie Taylor). His routine is disrupted when loudmouthed Vic (Dan Aykroyd) and his oversexed wife, Ramona (Cathy Moriarty), move in next door. Ramona and Vic subject Earl and his family to a bizarre dinner date and a near-death encounter in the front yard. Soon, Earl is ready to take drastic action to get rid of Vic and Ramona -- but he might lose everything in the process.",57,49,"Neighbors"
