"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Zoltan Korda","Alan Paton","London Film Production","Drama","English","May 22, 2017","1h 43m","Stephen Kumalo (Canada Lee) is a black preacher living in South Africa, circa 1946. When his son is accused of murdering a prominent white man, Kumalo goes to Johannesburg to offer his support. With the aid of a local clergyman (Sidney Poitier), he eventually meets James Jarvis (Charles Carson), the father of the murdered youth. Enemies at first, Kumalo and Jarvis gradually learn to respect one another, a symbol of the healing that would eventually destroy apartheid.",92,68,"Cry, the Beloved Country"
