"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Richard Attenborough","John Briley","Columbia Pictures","International Film Investors, Carolina Bank, Indo-British, Goldcrest Films International","PG","Biography, History, Drama","English","Nov 30, 1982, Original","May 7, 2013","3h 8m","Dolby, Stereo, Surround","35mm, Scope (2.35:1)","This acclaimed biographical drama presents major events in the life of Mohandas Gandhi (Ben Kingsley), the beloved Indian leader who stood against British rule over his country. Dedicated to the concept of nonviolent resistance, Gandhi is initially dismissed by English officials, including the influential Lord Irwin (John Gielgud), but eventually he and his cause become internationally renowned, and his gatherings of passive protest move India towards independence.",89,92,"Gandhi"
