"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ron Howard","Jon Davison","Rance Howard, Ron Howard","PG","Comedy","English","Dec 19, 2017","1h 29m","Paula Powers (Nancy Morgan) wants to marry her boyfriend, Sam Freeman (Ron Howard), but her affluent family wants their daughter to pair up with someone wealthier than Sam. When Paula's father Bigby (Barry Cahill) accuses Sam of gold digging, Paula steals a luxury car from her parents and heads toward Las Vegas with her lover. The couple hope to marry there, but soon run into trouble: Bigby has offered a large cash sum to anyone who finds his daughter, and the result is a massive car chase.",27,35,"Grand Theft Auto"
