"Director","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Camilo Vila","Philip Yordan, Fernando Fonseca, Henry Vargas","R","Horror","English","Jun 1, 2007","$5.5M","1h 40m","Surround","An archbishop (Hal Holbrook) puts a priest (Ben Cross) in a New Orleans parish where Satan poses as a temptress in black.",25,44,"The Unholy"
