"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Peter Hyams","Paul N. Lazarus III","Columbia Pictures","PG","Romance","English","Apr 1, 2010","1h 49m","Surround, Stereo","A U.S. bomber pilot (Harrison Ford) goes on a secret World War II mission with his English lover's (Lesley-Anne Down) husband (Christopher Plummer).",70,40,"Hanover Street"
