"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","Alfred Hitchcock","Evan Hunter, Daphne Du Maurier","Universal Pictures","Universal Pictures, Alfred J. Hitchcock Productions","PG-13","Mystery & Thriller, Drama, Horror","English","Mar 28, 1963, Wide","Oct 22, 2023","Oct 1, 2014","1h 59m","Mono","Flat (1.85:1)","Melanie Daniels (Tippi Hedren) meets Mitch Brenner (Rod Taylor) in a San Francisco pet store and decides to follow him home. She brings with her the gift of two love birds and they strike up a romance. One day birds start attacking children at Mitch's sisters party. A huge assault starts on the town by attacking birds.",94,83,"The Birds"
