"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"David Lynch","Gregg Fienberg","New Line Cinema","R","Crime, Drama","English","Oct 30, 2014","$4.2M","2h 15m","Surround, Stereo","Flat (1.85:1)","In the folksy town of Deerfield, Wash., FBI Agent Desmond (Chris Isaak) inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper (Kyle MacLachlan) chillingly predicts that the culprit will claim another life. Meanwhile, in the similarly cozy town of Twin Peaks, hedonistic beauty Lara Palmer (Sheryl Lee) hangs with lowlifes and seems destined for a grisly fate.",63,78,"Twin Peaks: Fire Walk With Me"
