"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Gaby Dellal","Sarah Curtis, Dorothy Berwin","Alex Rose","InFilm Productions, Forthcoming Productions, Glasgow Film Fund","PG-13 (Some Language)","Comedy, Drama","English","Jan 24, 2005, Original","Apr 7, 2006","Feb 12, 2014","1h 32m","Dolby SRD","Flat (1.85:1)","After losing his job at a Glasgow shipyard, 50-year-old Frank (Peter Mullan) has few prospects and little hope. A casual remark by a buddy (Billy Boyd) inspires him to find a new purpose: to swim the English Channel. Accompanied by his closest friends, Frank sets forth on a training regimen that will help him achieve his goal.",69,72,"On a Clear Day"
