"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Alexandre Rockwell","Hank Blumenthal, Pascal Caucheteux, Jim Stark","Alexandre Rockwell, Sollace Mitchell","Odessa, Cacous Films, Pandora Cinema, Why Not Productions, Alta, South, Alliance Communications Corporation, Factory 25, Mikado Films","R","Comedy","English","Jul 12, 2019","$13.9K","1h 33m","Aldolpho (Steve Buscemi) is an aspiring writer-director who can't even claim to be scraping by. No one will touch his flagrantly anti-commercial epic-length script, his acting gigs offer little compensation and his crumbling New York City apartment is haunted by debt collectors. Worse, the literal girl-next-door, Angelica (Jennifer Beals), is oblivious to his affections. In a desperate attempt to get his screenplay funded, he meets Joe (Seymour Cassel), a crook willing to play dirty for cash.",85,75,"In the Soup"
