"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ulu Grosbard","Robert Chartoff, Irwin Winkler","Chartoff-Winkler Productions","R","Crime, Drama","English","Sep 16, 2008","1h 50m","Stereo","In 1940s Los Angeles, Detective Tom Spellacy (Robert Duvall) probes into the savage murder of a woman found dumped in an empty lot. At the same time, he investigates a priest found dead in a whorehouse. Spellacy's brother (Robert De Niro), a Catholic priest, is meanwhile attempting to expand his church through Jack (Charles Durning), a shady contractor. While the two police cases and the real estate deal seem a world apart, Spellacy discovers an insidious connection involving money and power.",71,53,"True Confessions"
