"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Denys Arcand","Roger Frappier, Perre Gendron, Monique Létourneau","Orion Pictures","R","Comedy, Drama","French (Canada)","May 25, 1989, Original","Nov 9, 2004","$20.4K","1h 59m","Surround","This unconventional Canadian film focuses on an acting troupe hired to stage a Passion play about the life of Jesus. Led by Daniel (Lothaire Bluteau), the actors, all struggling with their own issues, work on a bold interpretation of the Biblical tale that challenges accepted Christian thinking and brings a burst of outrage from the Roman Catholic priests who recruited them. As the story progresses, Daniel's life starts to echo the trials of Jesus in unexpected and poignant ways.",69,87,"Jesus of Montreal"
