"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Roger Weisberg","Hallmark Entertainment, Samuel Goldwyn Company","PG","Documentary","English","Jul 16, 1993, Wide","$594.8K","1h 21m","Romanian-born NPR correspondent and writer Andrei Codrescu hosts this documentary that follows his journey across America in a 1968 Cadillac, only a few years after learning how to drive. Stopping at major landmarks and obscure attractions alike, from Ellis Island, to a rural Christian commune, to Detroit's Motown Museum, Codrescu examines American culture with a clever, discerning eye. Aided by his experiences as an immigrant and American journalist, Codrescu's perspective is unique.",100,NA,"Road Scholar"
