"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Loncraine","Michael Palin, Neville C. Thompson","Michael Palin","Sony Pictures Entertainment","R","Comedy","English","Nov 2, 1982, Wide","May 22, 2017","1h 30m","Reverend Charles Fortescue (Michael Palin), a missionary, is called back to England after spending 10 years in an African village teaching to the natives. He learns his new assignment is to minister in a slum to prostitutes and the funding to coming from Lady Ames (Maggie Smith), a wealthy woman he met while sailing from Africa to England. Reverend Fortescue soon learns that the lady's money comes with a catch, she will only fund the mission is he agrees to spice up her dormant sex life.",100,42,"The Missionary"
