"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Tricia Brock","Jason Clark, Steve Espinosa, Cary McNair","Tricia Brock","Bulwark Entertainment","PG-13 (Some Language)","Comedy, Drama","English","Apr 28, 2006","Dec 19, 2006","$17.3K","1h 35m","A group of criminal misfits brought together in a halfway house forms the Killer Diller Blues Band. Sentenced for parole violation, Wesley Benfield and some of his musically inclined housemates are recruited by Ned Sears, who runs the halfway house, to play church music for students and retirees. When Wesley meets autistic piano player Vernon, the band really takes off, but the members need to pull off one more crime in order to make it big.",40,74,"Killer Diller"
