"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Pier Paolo Pasolini","Pier Paolo Pasolini","Arco Film S.r.L.","Drama","Italian","Sep 3, 1967, Original","Oct 11, 2016","1h 50m","Based on the Greek tragedy about a man who, unaware of his true parentage, kills his father and marries his mother.",89,77,"Oedipus Rex"
