"Director","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Trey Parker","R","Musical, Comedy","English","Mar 5, 1999, Original","Nov 30, 2016","1h 34m","Stereo","A man (Juan Schwartz) convicted of cannibalism tells a reporter his story, complete with singing and dancing.",63,82,"Cannibal! The Musical"
