"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Michael Hoffman","Alan Greisman","Paramount Pictures","Paramount Pictures","PG-13","Comedy","English","May 31, 1991, Original","Jan 1, 2011","$33.9M","1h 37m","Dolby, Surround","35mm","Celeste Talbert (Sally Field) is the star of the long-running soap opera ""The Sun Also Sets."" With the show's ratings down, Celeste's ruthlessly ambitious co-star, Montana Moorehead (Cathy Moriarty), and the show's arrogant producer, David Seton Barnes (Robert Downey Jr.), plot to aggravate her into leaving the show by bringing back her old flame, Jeffrey Anderson (Kevin Kline), and hiring her beautiful young niece, Lori Craven (Elisabeth Shue).",74,63,"Soapdish"
