"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Sergei Bondarchuk","Vasily Solovev, Sergei Bondarchuk","Mosfilm","PG","History, Drama, War, Romance","Russian","Apr 28, 1968, Original","Feb 15, 2019","Apr 7, 2006","$134.7K","6h 13m","Perspecta Stereo, Mono, Magnetic Stereo 6 Track","70mm","Soviet director Sergei Bondarchuk's retelling of Leo Tolstoy's epic novel of Napoleon's invasion of Russia is widely considered one of the longest and most expensive films of all time. Like the novel, the film is broken into four sections telling two intertwining stories, that of the war itself (featuring some of the most elaborate battles ever filmed) and that of the romance of Russian aristocrats Count Pierre Bezukhov (Sergei Bondarchuk) and Countess Natasha Rostova (Lyudmila Saveleva).",100,94,"War and Peace"
