"Director","Producer","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"George Fitzmaurice","George Fitzmaurice","United Artists","Feature Productions","Adventure","Sep 5, 1999, Wide","Jul 2, 2002","1h 12m","In his final film performance before dying in 1926, Rudolph Valentino tackles two roles, as a father and his son. Ahmed (Rudolph Valentino), the son of an Arab sheik and a kidnapped English gentlewoman (Agnes Ayres), loves local dancing girl Yasmin (Vilma Banky). When he slips out of his father's heavily guarded compound to woo her, he is kidnapped and held for ransom by a group of bandits led by Yasmin's father (George Fawcett) and Ghabah (Montagu Love), the Moor to whom she is betrothed.",80,62,"The Son of the Sheik"
