"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Danny Cannon","Paul Trijbits, Alison Owen","Danny Cannon, David Hilton","Working Title Films, Live Entertainment, StudioCanal, PolyGram Filmed Entertainment","R","Mystery & Thriller","English","Oct 1, 2012","1h 44m","Stereo","New York City drug enforcement officer John Harris (Harvey Keitel) travels to London to help ineffective local policemen battle a powerful drug cartel. Harris needs to put behind bars American ex-pat Carl Frazer (Viggo Mortensen), who recruits rebellious young teens as foot soldiers in his enterprise. With help from British officer Edward Foster (Iain Glen), Harris must navigate London's seedy, drug-fueled underworld in order to take down Frazer's criminal operation.",33,42,"The Young Americans"
