"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mathieu Turi","Eric Gendarme, Thomas Lubeau","Mathieu Turi","H Films, Title Media","Horror, Mystery & Thriller","English","Sep 4, 2018","1h 23m","Scope (2.35:1)","A survivor of a worldwide epidemic must fight for her life when she encounters a mysterious creature in an apocalyptic wasteland.",60,77,"Hostile"
