"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Margarethe von Trotta","Eberhard Junkersdorf","Peter Schneider, Margarethe von Trotta, Felice Laudadio","Fine Line Features","R","Drama, Romance","German","Sep 8, 1995, Original","Mar 27, 2016","$72.1K","1h 55m","Stereo, Surround","In 1961, shortly after the Berlin Wall is built, young lovers Konrad (August Zirner) and Sophie (Meret Becker) attempt to flee East Germany for West, but only Sophie manages to escape. Now separated by political boundaries, the two spend the next three decades trying to reconnect, even as he becomes an astrophysicist and she a member of the fashion industry. They do arrange an encounter in Prague, where Sophie becomes pregnant, but fear of punishment surrounds them, despite their love.",71,75,"The Promise"
