"Director","Screenwriter","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Lino Brocka","Mario O'Hara, Lamberto E. Antonio","Drama","Tagalog","May 30, 2017","1h 33m","After a teenager is raped by her mother's boyfriend, she sets out to exact revenge on anyone who has hurt her.",100,96,"Insiang"
