"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Bruno Barreto","Michael Scott Bregman, Martin Bregman","Bo Dietl, Ken Gross, Jeremy Iacone","Stratosphere Entertainment, Columbia Tristar","R","Crime, Drama","English","Oct 5, 1998, Original","$1.2M","1h 32m","Flat (1.85:1)","Based on the life of a real New York City cop, this film follows Bo Dietl (Stephen Baldwin), a police officer raised in a tough neighborhood surrounded by mobsters. When Dietl begins investigating the rape of a nun, he acts on a tip about the assailant's identity supplied by an old Mafia friend. But soon the FBI is scrutinizing Dietl's past, and he finds himself in serious legal trouble. Meanwhile, Dietl's partner, Duke (Chris Penn), battles a gambling addiction.",24,21,"One Tough Cop"
