"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Boorman","John Boorman, Michael Dryhurst","R","Adventure","English","Feb 6, 2001","$24.0M","1h 53m","Surround","American Bill Markham (Powers Boothe) has taken his family to the jungles of Brazil, where he has been hired to design a dam. Unexpectedly, a native tribe abducts his son, Tommy (Charley Boorman). Bill spends an entire decade looking for Tommy, only to discover that the boy has adopted the ways of the indigenous people he's been living with. Bill tries to convince his son to return to his family, but their reunion is interrupted when another group of natives attacks Tommy's tribe.",84,79,"The Emerald Forest"
