"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Stéphane Aubier, Vincent Patar","Stéphane Aubier, Vincent Patar, Stéphane Aubier, Vincent Patar","Zeitgeist","Mélusine Productions, RTBF, Canal+","PG","Kids & Family, Adventure, Comedy, Fantasy, Animation","French (Canada)","Dec 16, 2009, Limited","Oct 12, 2016","$165.3K","1h 15m","In this animated film, Cowboy (Stéphane Aubier) and Indian (Bruce Ellison) plan to construct a barbecue pit for the birthday of their friend, Horse (Vincent Patar). The delivery of an accidental purchase of 50 million bricks rather than the intended 50 destroys their house, and attempts to rebuild are foiled when their walls are continually stolen. Determined to track down the thieves, the trio travels to the center of the earth, where they discover the culprits are a group of mad scientists.",81,86,"A Town Called Panic"
