"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Lucio Fulci","Fabrizio De Angelis","Dardano Sacchetti, Dardano Sacchetti, Giorgio Mariuzzo, Lucio Fulci","R","Horror","Italian","Mar 15, 2016","$123.8K","1h 20m","Gruesome deaths occur when a woman (Katherine MacColl) inherits a hotel that is one of seven gateways to hell.",68,75,"The Beyond"
