"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Michael Winner","Menahem Golan, Yoram Globus","David Engelbach","Cannon Films, Landers-Roberts Productions, City Films","R","Action, Crime, Drama","English","Feb 19, 1982, Limited","Oct 2, 2016","1h 33m","Flat (1.85:1)","Relocating to Los Angeles from New York City, vigilante Paul Kersey (Charles Bronson) wants to start a safer life for himself and his adult daughter, Carol (Robin Sherwood), who was raped years earlier and still suffers psychologically from the attack. But trouble finds Kersey. His house cleaner, Rosario (Silvana Gallardo), and Carol are both gang raped in Kersey's home by a gang of thugs, and Rosario dies. Kersey hits the streets hunting down the criminals, refusing to stop until L.A. is safe.",33,44,"Death Wish II"
