"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Monika Treut","Astrid Ströher, Monika Treut","First Run","Hyena Films","Mystery & Thriller, Drama","English","Jul 31, 2009, Limited","Sep 11, 2016","$1.7K","1h 32m","A grieving artist meets a seductive journalist who is investigating the death of the artist's lover.",7,17,"Ghosted"
