"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Wallace Worsley","Samuel Goldwyn","Charles Kenyon, Philip Lonergan","Goldwyn Distributing Company, Unknown Video, Kino Video, Fright Video, LS Video, Grapevine Video","Eminent Authors Pictures Inc., Goldwyn Pictures Corporation","Mystery & Thriller, Crime, Drama","Nov 14, 1920, Wide","Jun 11, 2007","1h 10m","As a child, Blizzard (Lon Chaney) is involved in a car accident in which the attending physician, Dr. Ferris (Charles Clary), unnecessarily amputates both his legs. Years later, Blizzard is the head of the San Francisco mob and is determined to exact revenge on Dr. Ferris. He sees an opening when he meets the doctor's daughter, sculptor Barbara (Claire Adams), and agrees to pose for her to carry out his scheme. Little does he know, his employee Rose (Ethel Grey Terry) is a police operative.",83,77,"The Penalty"
