"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Michael Radford","Colin Vaines, Stephen Woolley","Andrew Davies, Chloe King, Michael Radford, Michael Thomas","Miramax Films, Synchronistic Pictures","R","Mystery & Thriller","English","Sep 10, 1999, Limited","Sep 8, 2020","$34.5K","1h 30m","Surround, Dolby Digital","35mm","When wistful introvert Alan Furnace (Jared Harris) meets quick-witted bombshell Beatrice (Asia Argento), he has no idea of her secret life as ""B. Monkey"" -- the top thief-for-hire in London's criminal underworld. Charmed by Furnace's innocent and chivalrous ways, Beatrice resolves to reform. But to cash in on her first chance at real love, she must escape her former partner in crime, the ruthless Paul Neville (Rupert Everett) -- and a dark past that seems to haunt her every step.",60,54,"B. Monkey"
