"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Billy Wilder","Billy Wilder","Samuel A. Taylor, Billy Wilder, Ernest Lehman","Paramount Pictures","Paramount Pictures","Comedy","English","Sep 9, 1954, Original","Jun 6, 2014","1h 53m","Stereo, Mono","Chauffeur's daughter Sabrina (Audrey Hepburn) returns home from two years in Paris a beautiful young woman, and immediately catches the attention of David (William Holden), the playboy son of her father's rich employers. David woos and wins Sabrina, who has always been in love with him, however their romance is threatened by David's serious older brother, Linus (Humphrey Bogart), who runs the family business and is relying on David to marry an heiress in order for a crucial merger to take place.",89,89,"Sabrina"
