"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Ivory","Ismail Merchant","Ruth Prawer Jhabvala, Ruth Prawer Jhabvala","Universal Classics","R","Drama","English","Aug 24, 1983, Original","Sep 1, 2017","Dec 12, 2017","$19.9K","2h 13m","Surround, Dolby","When Anne (Julie Christie) discovers a long-forgotten family scandal involving her deceased grandmother, Olivia (Greta Scacchi), she decides to investigate further by traveling to the scene of the crime: India. In the 1920s, Olivia had been married to an official in the colonial government, but had an affair with an Indian man that resulted in an abortion and disgrace. By coincidence, Anne also finds herself conducting an affair with an Indian man, and faces similar social prejudice.",79,59,"Heat and Dust"
