"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Lisa Cholodenko","Dolly Hall, Jeffrey Kusama-Hinte, Susan A. Stover","Lisa Cholodenko","R","Drama, LGBTQ+","English","Sep 10, 2015","$1.9M","1h 42m","Surround","Syd (Radha Mitchell), a low-level editor at a photography magazine eager to establish herself, discovers her neighbor is the once-celebrated downtown photographer Lucy Berliner (Ally Sheedy). Although Syd lives with her boyfriend (Gabriel Mann), she is drawn to Lucy, who has a volatile relationship with her heroin-addicted girlfriend, Greta (Patricia Clarkson). As Syd starts sleeping with Lucy, she is pulled into a glamorous but dangerous art-world scene, full of drugs and unexpected pleasures.",76,77,"High Art"
