"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Sam Peckinpah","Jerry Bresler","Harry Julian Fink, Oscar Saul, Sam Peckinpah","Columbia Pictures Corporation, Jerry Bresler Productions, Columbia Pictures","Western","English","Mar 15, 1965, Original","Feb 25, 2014","$14.9K","2h 4m","During the end of the Civil War, Major Dundee guards Confederate prisoners, Union deserters and ordinary hard-bitten criminals in a remote fort. When Apaches attack the fort and make off with three children, Dundee must set up a posse including Confederates, who face a choice between joining up or being shot. The feud between Dundee and Tyreen is also heated up by a sultry Mexican widow.",97,67,"Major Dundee"
