"Director","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Matthew Currie Holmes","Vertical Entertainment","Horror, Mystery & Thriller","English","Sep 27, 2019, Limited","Sep 27, 2019","1h 35m","Terror strikes when three college students encounter a ghost on the most haunted road in America.",63,NA,"The Curse of Buckout Road"
