"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Carl Franklin","Billy Bob Thornton, Tom Epperson","Columbia Pictures, IRS Media","IRS Media","R","Crime, Drama","English","May 8, 1992, Wide","Jul 27, 2010","$44.5K","1h 47m","Dolby, Surround, Stereo","Following a series of drug deals and murders, three criminals -- Fantasia (Cynda Williams), Ray Malcolm (Billy Bob Thornton) and Pluto (Michael Beach) -- travel from Los Angeles to Houston, finally arriving in a small Arkansas town to go into hiding. Two detectives from the LAPD, who are already on the case, contact the town's sheriff, Dale Dixon (Bill Paxton), to alert him of the fugitives' presence in the area. Underestimating Dixon, the criminals have no idea what they are about to face.",93,75,"One False Move"
