"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"José Celestino Campusano","José Celestino Campusano","Drama","Spanish","Nov 19, 2019","1h 36m","A country boy ends his secret relationship and begins a journey of self-discovery.",40,78,"Men of Hard Skin"
