"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Hal Ashby","Stephen J. Roth","Producers Sales Organization","R","Crime, Drama","English","Nov 30, 2016","$1.3M","1h 55m","Matt Scudder (Jeff Bridges) is a depressed and hard-drinking Los Angeles cop troubled by a shooting that occurred in the line of duty. After Matt meets Sunny (Alexandra Paul), a call girl involved with powerful drug lord Angel Moldonado (Andy Garcia), he decides that he wants to help her escape the shady underworld. However, Sunny is soon found dead, and Matt tries to win the trust of Angel and his girlfriend, Sarah (Rosanna Arquette), in order to take him down.",0,39,"8 Million Ways to Die"
