"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Richard Pearce","Jessica Lange, William D. Wittliff","William D. Wittliff","Buena Vista Pictures","PG","Drama","English","Sep 29, 1984, Original","Dec 9, 2003","1h 49m","Surround","Flat (1.85:1)","Jewell (Jessica Lange) and Gil Ivy (Sam Shepard) run a farm in Iowa that has been in the family for generations. The Ivy's make enough to get by until two devastating events threaten to take their land away. First, a tornado tears through the farming community and devastates the area, then the Farmers Home Administration calls in loans owed by most of the area's farmers, which most are in no position to repay. The stress buckles Gil, leaving Jewell to figure out a way to save their way of life.",100,69,"Country"
