"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Gerard Johnson","Stephen Woolley, Joanna Laurie, Elizabeth Karlsen","Gerard Johnson","Tribeca Film","Crime, Drama, Mystery & Thriller","English","May 1, 2015, Limited","Dec 28, 2015","1h 52m","A corrupt London cop (Peter Ferdinando) tries to shut down an Albanian crime ring before his own illegal activities are discovered.",78,54,"Hyena"
