"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Elena Trapé","Marta Ramírez, Fernando Riera, Manuel Monzón","Elena Trapé, Miguel Ibañez Monroy","Drama","Catalan","1h 48m","Irene is a woman in her thirties with a four-year-old daughter who has just separated from her husband and cannot find her place in the world. Determined to get by at whatever cost, she flees to a remote village in the mountains to try to rebuild her life, with the help of the lush vegetation, omnipresent nature and legends around her there.",83,NA,"The Enchanted"
