"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Chiara Malta","Chiara Malta, Sébastien Laudenbach, Marco Pettenello","RAI Cinema, Vivo Film","Drama","Italian","1h 20m","An Italian director dreams of making a film about the life of a Romanian actress. She discovers that her subject bears little resemblance to the star she once idolized.",100,NA,"Simple Women"
